	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
391	108.268102,41.099615	隆兴昌镇名都小区西门	五原县	巴彦淖尔市	B0FFHJQWL2	[]	莎莎超市	内蒙古自治区	13191391488	购物服务;专卖店;专营店	061200	108.268102	41.099615	莎莎
392	105.524449,32.292785	普成街	剑阁县	广元市	B0FFHNLYAS	[]	莎莎日杂	四川省	[]	购物服务;购物相关场所;购物相关场所	060000	105.524449	32.292785	莎莎
393	120.293540,36.600328	市场街与西兴街交叉口东南50米	即墨市	青岛市	B0FFH0H21C	[]	莎莎水族	山东省	[]	购物服务;购物相关场所;购物相关场所	060000	120.293540	36.600328	莎莎
394	114.761100,33.243996	政府路与020县道交叉口北100米	项城市	周口市	B0FFIFC6A2	[]	莎莎美甲	河南省	18749293399	生活服务;生活服务场所;生活服务场所	070000	114.761100	33.243996	莎莎
395	115.381130,28.429660	桥北路锦鹰国际大酒店(连锦社区旁)	高安市	宜春市	B0FFHHGMLN	[]	莎莎超市	江西省	15079570765	购物服务;专卖店;专营店	061200	115.381130	28.429660	莎莎
396	114.920660,35.501330	006乡道西50米	滑县	安阳市	B0FFFWGDBQ	[]	莎莎超市	河南省	15236534106	购物服务;超级市场;超市	060400	114.920660	35.501330	莎莎
397	114.647945,22.938965	新平大道与沿江路交叉口西北100米	惠东县	惠州市	B0FFGAO9W5	[]	莎莎时装	广东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	114.647945	22.938965	莎莎
398	114.048155,29.542762	天城镇中山步行街第6栋一层8号白鹭广场美食街	崇阳县	咸宁市	B0FFHE6E5J	[]	莎莎美甲	湖北省	13997538193	生活服务;美容美发店;美容美发店	071100	114.048155	29.542762	莎莎
399	115.436176,30.247997	漕河镇中盈创市场	蕲春县	黄冈市	B0FFHUIP8K	[]	莎莎日化	湖北省	[]	购物服务;购物相关场所;购物相关场所	060000	115.436176	30.247997	莎莎
400	101.091812,38.784420	民盛购物广场	山丹县	张掖市	B0FFHTOESN	[]	莎莎衣橱	甘肃省	[]	购物服务;购物相关场所;购物相关场所	060000	101.091812	38.784420	莎莎
401	115.549416,38.002276	深州镇东大商厦三楼	深州市	衡水市	B0FFHE2O1N	[]	莎莎日化	河北省	[]	购物服务;购物相关场所;购物相关场所	060000	115.549416	38.002276	莎莎
402	115.070792,34.971031	G220(北郑线)	兰考县	开封市	B0FFHWAIYK	[]	莎莎名妆	河南省	[]	购物服务;购物相关场所;购物相关场所	060000	115.070792	34.971031	莎莎
403	112.167343,37.193304	峥嵘北街三巷与柳根西街交叉口西100米	平遥县	晋中市	B0FFH5WZZU	[]	莎莎礼品	山西省	[]	购物服务;专卖店;礼品饰品店	061209	112.167343	37.193304	莎莎
404	115.728537,35.459050	220国道西100米	郓城县	菏泽市	B0FFG2RJXP	[]	莎莎布业	山东省	15853003739	购物服务;家居建材市场;布艺市场	060605	115.728537	35.459050	莎莎
405	121.614919,29.302406	力洋中路159号	宁海县	宁波市	B0FFHC1RAN	[]	莎莎美甲	浙江省	[]	生活服务;生活服务场所;生活服务场所	070000	121.614919	29.302406	莎莎
406	112.984238,28.140399	莲花小区B-1	天心区	长沙市	B0FFFEA2V2	[]	莎莎超市	湖南省	0731-89918319	购物服务;便民商店/便利店;便民商店/便利店	060200	112.984238	28.140399	莎莎
407	114.872167,36.204714	北台头乡南台头村	魏县	邯郸市	B0FFHEGXPJ	[]	莎莎超市	河北省	15832081559	购物服务;购物相关场所;购物相关场所	060000	114.872167	36.204714	莎莎
408	119.021636,33.631647	苏北市场5152	淮阴区	淮安市	B0FFG2PZ8N	[]	莎莎美甲	江苏省	15366645559	生活服务;美容美发店;美容美发店	071100	119.021636	33.631647	莎莎
409	118.993769,39.713607	205国道北50米	昌黎县	秦皇岛市	B014F05DHK	[]	莎莎制衣	河北省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	118.993769	39.713607	莎莎
410	120.448383,30.042267	埠头村	柯桥区	绍兴市	B0FFGIOQ2H	[]	莎莎刺绣	浙江省	[]	购物服务;家居建材市场;布艺市场	060605	120.448383	30.042267	莎莎
411	115.649120,34.443927	货场路北50米	梁园区	商丘市	B0FFGUNKSH	[]	莎莎美容	河南省	[]	生活服务;美容美发店;美容美发店	071100	115.649120	34.443927	莎莎
412	117.492337,34.360319	203县道与304县道交叉口西南150米	贾汪区	徐州市	B0FFG01KCV	[]	莎莎鞋业	江苏省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	117.492337	34.360319	莎莎
413	112.905790,32.047645	G316(发展大道)	枣阳市	襄阳市	B0FFFE59RU	[]	莎莎内衣	湖北省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	112.905790	32.047645	莎莎
414	113.112494,36.163875	延安南路170号附近	城区	长治市	B0FFHB394Y	[]	莎莎布艺	山西省	[]	购物服务;家居建材市场;布艺市场	060605	113.112494	36.163875	莎莎
415	116.695481,39.974211	宋庄镇沟渠庄沟渠路东头三岔口处沿路向西200米	通州区	北京市	B0FFFADVU7	[]	莎莎超市	北京市	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	116.695481	39.974211	莎莎
416	97.894444,23.976284	东进路与胞波路交叉口东北50米	瑞丽市	德宏傣族景颇族自治州	B0FFI2F347	[]	莎莎商行	云南省	[]	购物服务;购物相关场所;购物相关场所	060000	97.894444	23.976284	莎莎
417	115.984182,36.450893	利民西路铁塔商场京都商城一楼西北	东昌府区	聊城市	B0FFGNTZH1	[]	莎莎美甲	山东省	15666040308	生活服务;美容美发店;美容美发店	071100	115.984182	36.450893	莎莎
418	113.003010,23.727934	太和镇清新大道19号12	清新区	清远市	B02FB0PDUQ	[]	莎莎布艺	广东省	[]	购物服务;家居建材市场;布艺市场	060605	113.003010	23.727934	莎莎
419	103.565140,30.815721	街子镇青韵青青韵街119号	崇州市	成都市	B0FFFGY3NM	[]	莎莎布艺	四川省	15828319560;13668188821	购物服务;家居建材市场;布艺市场	060605	103.565140	30.815721	莎莎
420	113.506129,27.674832	国瓷南路南50米	醴陵市	株洲市	B0FFFWSPET	[]	莎莎布艺	湖南省	13762270625	购物服务;家居建材市场;布艺市场	060605	113.506129	27.674832	莎莎
421	112.896812,27.863461	韶山西路湘潭科林医院附近	雨湖区	湘潭市	B0FFH8H9W3	[]	莎莎美容	湖南省	[]	生活服务;美容美发店;美容美发店	071100	112.896812	27.863461	莎莎
422	114.443514,30.433632	光谷一路东150米	江夏区	武汉市	B0FFFY0UHQ	[]	莎莎美容	湖北省	[]	生活服务;美容美发店;美容美发店	071100	114.443514	30.433632	莎莎
423	112.992067,28.237129	蒋家垅街61号附近	开福区	长沙市	B0FFHPKR2D	[]	莎莎商店	湖南省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	112.992067	28.237129	莎莎
424	112.409258,34.636064	南昌路西150米	涧西区	洛阳市	B0FFGBFK12	[]	莎莎美发	河南省	[]	生活服务;美容美发店;美容美发店	071100	112.409258	34.636064	莎莎
425	117.202130,39.027682	兴华十支路与兴门道交叉口南150米	西青区	天津市	B0FFHGKQN7	[]	莎莎智城	天津市	[]	公司企业;公司;公司	170200	117.202130	39.027682	莎莎
426	112.086510,24.567260	丽水街与滨江中路交叉口北100米	连山壮族瑶族自治县	清远市	B0FFIJR7BT	[]	莎莎树	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	112.086510	24.567260	莎莎
427	114.967644,40.883228	242省道南50米	崇礼区	张家口市	B0FFG0IADV	[]	莎莎超市	河北省	15803139125	购物服务;便民商店/便利店;便民商店/便利店	060200	114.967644	40.883228	莎莎
428	113.309339,34.805660	济源路街道金屏路上尚品小区7号楼门面房	上街区	郑州市	B0FFI9EAF3	[]	莎莎百货	河南省	13213149591	购物服务;便民商店/便利店;便民商店/便利店	060200	113.309339	34.805660	莎莎
429	118.885778,39.645327	685县道东50米	昌黎县	秦皇岛市	B0FFG3G0BM	[]	莎莎花店	河北省	13780372294	购物服务;花鸟鱼虫市场;花卉市场	060501	118.885778	39.645327	莎莎
430	115.088643,29.900938	浮屠镇计生办隔壁	阳新县	黄石市	B0FFG10TDQ	[]	莎莎超市	湖北省	0714-7713858;13297658276	购物服务;便民商店/便利店;便民商店/便利店	060200	115.088643	29.900938	莎莎
431	106.187579,37.985764	黄河路与黎明街交叉口西150米	利通区	吴忠市	B0FFFY641I	[]	莎莎商店	宁夏回族自治区	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	106.187579	37.985764	莎莎
432	116.704804,38.040544	光明中路180号附近	南皮县	沧州市	B0FFI1SFQR	[]	莎莎通讯	河北省	[]	购物服务;家电电子卖场;手机销售	060305	116.704804	38.040544	莎莎
433	109.953361,34.527318	202省道与310国道交叉口南行350米	华阴市	渭南市	B0FFGB1P3T	[]	莎莎超市	陕西省	15291309816	购物服务;超级市场;超市	060400	109.953361	34.527318	莎莎
434	121.424465,29.297280	越龙街道中山西路50号	宁海县	宁波市	B0FFH2SUE9	[]	莎莎美容	浙江省	15990500893	生活服务;美容美发店;美容美发店	071100	121.424465	29.297280	莎莎
435	116.306731,39.427336	玉井路西50米	固安县	廊坊市	B0FFHNEERF	[]	莎莎超市	河北省	[]	购物服务;超级市场;超市	060400	116.306731	39.427336	莎莎
436	111.536757,35.920841	543县道北50米	襄汾县	临汾市	B0FFG36W5O	[]	莎莎发廊	山西省	[]	生活服务;美容美发店;美容美发店	071100	111.536757	35.920841	莎莎
437	112.479753,34.622657	六中街与关圣路交叉口西南200米	洛龙区	洛阳市	B0FFI1Y69U	[]	莎莎童装	河南省	[]	公司企业;公司;公司	170200	112.479753	34.622657	莎莎
438	116.405900,39.940746	鼓楼东大街60号莎莎美甲	东城区	北京市	B0FFIB46B7	[]	莎莎美甲	北京市	[]	生活服务;美容美发店;美容美发店	071100	116.405900	39.940746	莎莎
439	112.356591,28.605021	白马山南路与白马山路交叉口南100米	资阳区	益阳市	B0FFG4NBMO	[]	莎莎发屋	湖南省	15973787040	生活服务;美容美发店;美容美发店	071100	112.356591	28.605021	莎莎
440	114.244367,30.604860	常青街常文里51号1楼	江汉区	武汉市	B0FFFA0ABR	[]	莎莎干洗	湖北省	[]	生活服务;洗衣店;洗衣店	071500	114.244367	30.604860	莎莎
441	112.590950,37.862772	双塔北路10号	迎泽区	太原市	B0FFG0B3LN	[]	莎莎理发	山西省	[]	生活服务;美容美发店;美容美发店	071100	112.590950	37.862772	莎莎
442	103.637513,30.985939	幸福镇景中路119号	都江堰市	成都市	B0FFI1CESU	[]	莎莎超市	四川省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	103.637513	30.985939	莎莎
443	117.896079,37.434139	堡沙路北50米	滨城区	滨州市	B0FFGIFK4C	[]	莎莎超市	山东省	18764568001;13954339994	购物服务;便民商店/便利店;便民商店/便利店	060200	117.896079	37.434139	莎莎
444	121.201763,28.564068	沙埠镇南新街195-197号	黄岩区	台州市	B0FFH5UT6R	[]	莎莎通讯	浙江省	[]	购物服务;家电电子卖场;手机销售	060305	121.201763	28.564068	莎莎
445	121.538574,38.924862	红旗中路129号1单元	甘井子区	大连市	B0FFGC63LQ	[]	莎莎美发	辽宁省	[]	生活服务;美容美发店;美容美发店	071100	121.538574	38.924862	莎莎
446	111.743463,27.257275	金鸡路244号附近	邵东县	邵阳市	B0FFGI0ZVA	[]	莎莎商行	湖南省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	111.743463	27.257275	莎莎
447	111.159014,29.419848	万福路西50米	慈利县	张家界市	B0FFG5A3XS	[]	莎莎超市	湖南省	13974466705	购物服务;便民商店/便利店;便民商店/便利店	060200	111.159014	29.419848	莎莎
448	120.351934,29.051493	千祥镇前马西阳村南下线东200米	东阳市	金华市	B0FFFXYWW5	[]	莎莎箱包	浙江省	15666939996	公司企业;公司;商业贸易	170207	120.351934	29.051493	莎莎
449	121.455973,28.462001	新河镇渡南头村江南路19号	温岭市	台州市	B0FFH80QDN	[]	莎莎·药妆	浙江省	[]	购物服务;购物相关场所;购物相关场所	060000	121.455973	28.462001	莎莎
450	113.349499,26.999954	建设南路与攸县步行商业街交叉口北50米	攸县	株洲市	B0FFHE59R8	[]	莎莎家居	湖南省	[]	购物服务;家居建材市场;布艺市场	060605	113.349499	26.999954	莎莎
451	117.183380,34.268650	醒狮小区1号楼6单元103室	泉山区	徐州市	B0FFIMJJ9C	[]	莎莎甲艺	江苏省	[]	生活服务;美容美发店;美容美发店	071100	117.183380	34.268650	莎莎
452	109.945456,34.743386	202省道东50米	大荔县	渭南市	B0FFFZ3MIY	[]	莎莎超市	陕西省	13992388711	购物服务;便民商店/便利店;便民商店/便利店	060200	109.945456	34.743386	莎莎
453	117.297988,31.883914	临泉路与新蚌埠路交叉口向南500米(格林豪泰酒店正对面)	瑶海区	合肥市	B0FFGXURVP	[]	莎莎美甲	安徽省	[]	生活服务;美容美发店;美容美发店	071100	117.297988	31.883914	莎莎
454	107.324510,25.830239	平湖镇新平路7号	平塘县	黔南布依族苗族自治州	B035600A6L	[]	莎莎美发	贵州省	[]	生活服务;美容美发店;美容美发店	071100	107.324510	25.830239	莎莎
455	105.170005,31.631033	和平街东段63号	梓潼县	绵阳市	B0FFFTHLQQ	[]	莎莎超市	四川省	15882878924	购物服务;超级市场;超市	060400	105.170005	31.631033	莎莎
456	113.117832,36.210886	捉马村广开巷69号	城区	长治市	B0FFI2I8F2	[]	莎莎店	山西省	[]	生活服务;美容美发店;美容美发店	071100	113.117832	36.210886	莎莎
457	113.401320,35.090912	文化路与红旗路交叉口东南200米	武陟县	焦作市	B0FFG2KL2D	[]	莎莎花卉	河南省	13523913334	购物服务;花鸟鱼虫市场;花卉市场	060501	113.401320	35.090912	莎莎
458	108.948676,34.313660	凤城一路利君花园北门(利君超市东5米)	未央区	西安市	B0FFHHITCG	[]	莎莎美甲	陕西省	15829010082	生活服务;美容美发店;美容美发店	071100	108.948676	34.313660	莎莎
459	111.636324,32.265825	城关镇华森家居广场	谷城县	襄阳市	B0FFHJBDT6	[]	莎莎布艺	湖北省	[]	购物服务;家居建材市场;布艺市场	060605	111.636324	32.265825	莎莎
460	129.508255,42.901668	大千城3楼406号	延吉市	延边朝鲜族自治州	B0FFHWNFH7	[]	莎莎美甲	吉林省	[]	生活服务;美容美发店;美容美发店	071100	129.508255	42.901668	莎莎
461	104.396656,31.123049	绵远街一段德阳市体育馆东北150米	旌阳区	德阳市	B0FFH5YZ47	[]	莎莎美甲	四川省	[]	生活服务;美容美发店;美容美发店	071100	104.396656	31.123049	莎莎
462	113.437808,22.953535	石基镇置业街54号	番禺区	广州市	B0FFIEC4AL	[]	莎莎美甲	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.437808	22.953535	莎莎
463	116.041624,29.454666	南康镇柳絮路372附87	庐山市	九江市	B0FFHRRB49	[]	莎莎超市	江西省	18607021015	购物服务;超级市场;超市	060400	116.041624	29.454666	莎莎
464	121.677178,31.809154	建设中路682号附近	启东市	南通市	B0FFFUC2ID	[]	莎莎名妆	江苏省	[]	生活服务;美容美发店;美容美发店	071100	121.677178	31.809154	莎莎
465	121.162378,30.087013	凤山街道横堰东路38一7号	余姚市	宁波市	B0FFGPBKSV	[]	莎莎美甲	浙江省	[]	生活服务;美容美发店;美容美发店	071100	121.162378	30.087013	莎莎
466	112.089614,26.796600	永昌大道6号附近	祁东县	衡阳市	B0FFH3GYN2	[]	莎莎美容	湖南省	0734-6299269	生活服务;美容美发店;美容美发店	071100	112.089614	26.796600	莎莎
467	109.075892,34.275870	水香路与纺建东路交叉口西150米	灞桥区	西安市	B0FFIAD57D	[]	莎莎美妆	陕西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	109.075892	34.275870	莎莎
468	110.365623,19.978913	迈瀛路230-1号附近	琼山区	海口市	B0FFIAPBL0	[]	莎莎美发	海南省	[]	生活服务;美容美发店;美容美发店	071100	110.365623	19.978913	莎莎
469	126.973561,45.535524	仁寿胡同80号附近	阿城区	哈尔滨市	B0FFHVNG9I	[]	莎莎美甲	黑龙江省	[]	生活服务;美容美发店;美容美发店	071100	126.973561	45.535524	莎莎
470	116.640386,38.693500	康复路与新华东街交叉口西150米	大城县	廊坊市	B0FFHFYYX2	[]	莎莎会馆	河北省	[]	生活服务;美容美发店;美容美发店	071100	116.640386	38.693500	莎莎
471	113.509865,22.254027	坦洲镇十四村网髻路新万悦购物广场1楼	中山市	中山市	B0FFGJ0KBT	[]	莎莎美甲	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.509865	22.254027	莎莎
472	120.412839,27.506883	塘南二街4号(灵溪镇江湾路菜市场对面)	苍南县	温州市	B0FFHRON5S	[]	莎莎美甲	浙江省	18757732182	生活服务;美容美发店;美容美发店	071100	120.412839	27.506883	莎莎
473	116.640214,38.693524	新华东街28号附近	大城县	廊坊市	B0FFHTS6Q1	[]	莎莎美业	河北省	[]	生活服务;美容美发店;美容美发店	071100	116.640214	38.693524	莎莎
474	111.157528,25.488234	共和路与灌江中路交叉口东50米	灌阳县	桂林市	B0FFG2UV84	[]	莎莎美甲	广西壮族自治区	15977370696	生活服务;美容美发店;美容美发店	071100	111.157528	25.488234	莎莎
475	112.037282,37.436953	茂盛鑫都一楼门口东侧第一家	文水县	吕梁市	B0FFGKNI2S	[]	莎莎美甲	山西省	15834377901	生活服务;美容美发店;美容美发店	071100	112.037282	37.436953	莎莎
476	116.933433,34.730681	汉城路嘉利宾馆附近(苏果超市南150米)	沛县	徐州市	B0FFH1KATE	[]	莎莎美甲	江苏省	[]	生活服务;美容美发店;美容美发店	071100	116.933433	34.730681	莎莎
477	103.248273,30.145169	解放乡月岗村	名山区	雅安市	B0FFG6XL8L	[]	莎莎理发	四川省	[]	生活服务;美容美发店;美容美发店	071100	103.248273	30.145169	莎莎
478	104.545550,31.385983	金营路西150米	罗江县	德阳市	B0FFG12BBE	[]	莎莎美甲	四川省	18161326676	生活服务;美容美发店;美容美发店	071100	104.545550	31.385983	莎莎
479	111.569960,22.767380	人民中路与泽汇路交叉口东北100米	罗定市	云浮市	B0FFFWM2ZG	[]	莎莎WELLA	广东省	[]	生活服务;美容美发店;美容美发店	071100	111.569960	22.767380	莎莎
480	112.319023,36.671608	郭道复兴路生源超市南10米	沁源县	长治市	B0FFG36ECI	[]	莎莎日化	山西省	15534516350	购物服务;个人用品/化妆品店;其它个人用品店	061400	112.319023	36.671608	莎莎
481	113.820366,34.047851	劳动路安居小区南50米	魏都区	许昌市	B0FFFV9MPL	[]	莎莎名妆	河南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.820366	34.047851	莎莎
482	117.124620,28.964310	迎宾西路240号	乐平市	景德镇市	B0FFHG3IPP	[]	莎莎美甲	江西省	18279873795	生活服务;美容美发店;美容美发店	071100	117.124620	28.964310	莎莎
483	118.345714,35.067106	东方红美食街与沂蒙路交叉口东北150米	兰山区	临沂市	B0FFG1SL6U	[]	莎莎日化	山东省	13562948813	购物服务;个人用品/化妆品店;其它个人用品店	061400	118.345714	35.067106	莎莎
484	117.376280,32.929604	宝龙百大西门	蚌山区	蚌埠市	B0FFGJ58FK	[]	莎莎美妆	安徽省	0552-2081599	购物服务;个人用品/化妆品店;其它个人用品店	061400	117.376280	32.929604	莎莎
485	113.860750,35.308308	汇金城C区2层东环北街02号	卫滨区	新乡市	B0FFHFTYV7	[]	莎莎日化	河南省	15836185868;18336061108	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.860750	35.308308	莎莎
486	111.029334,27.110775	桃洪镇大桥街28号	隆回县	邵阳市	B0FFFVT3B1	[]	莎莎美发	湖南省	[]	生活服务;美容美发店;美容美发店	071100	111.029334	27.110775	莎莎
487	118.304073,35.188896	永安路与白新线交叉口南150米	兰山区	临沂市	B021B0Z9VT	[]	莎莎日化	山东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	118.304073	35.188896	莎莎
488	103.246030,23.710730	崇文街万方商场内(61服饰)	开远市	红河哈尼族彝族自治州	B0FFGBKI6R	[]	莎莎美甲	云南省	18520221276	生活服务;美容美发店;美容美发店	071100	103.246030	23.710730	莎莎
489	113.964914,35.253760	227省道南50米	红旗区	新乡市	B0FFHOCZGM	[]	莎莎日化	河南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.964914	35.253760	莎莎
490	107.516479,26.693188	金山办事处金钟路御景天成	福泉市	黔南布依族苗族自治州	B0FFFZIP8C	[]	莎莎名妆	贵州省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	107.516479	26.693188	莎莎
491	109.766794,34.508696	华州镇渭华路步行街	华州区	渭南市	B0FFHG19RP	[]	莎莎美妆	陕西省	[]	购物服务;个人用品/化妆品店;莎莎	061401	109.766794	34.508696	莎莎
492	118.349265,34.607400	郯城街道建设路老家和超市对面	郯城县	临沂市	B0FFFDZ5EC	[]	莎莎日化	山东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	118.349265	34.607400	莎莎
493	121.219193,30.265147	七二三大街与七塘路交叉口西南50米	慈溪市	宁波市	B0FFIBNU9O	[]	莎莎美妆	浙江省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	121.219193	30.265147	莎莎
494	111.759018,29.638073	人民路与新街交叉口西50米	澧县	常德市	B0FFG2KKQ3	[]	莎莎名妆	湖南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	111.759018	29.638073	莎莎
495	121.365883,41.173924	客运站东50米路北	凌海市	锦州市	B0FFI72JLD	[]	莎莎美妆	辽宁省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	121.365883	41.173924	莎莎
496	107.764036,35.444255	民乐西路与202省道交叉口南200米	宁县	庆阳市	B0FFG6KJTB	[]	莎莎美妆	甘肃省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	107.764036	35.444255	莎莎
497	112.031263,32.789502	裴营乡滕楼村	邓州市	南阳市	B0FFG48VT3	[]	莎莎日化	河南省	0377-62432009	购物服务;个人用品/化妆品店;其它个人用品店	061400	112.031263	32.789502	莎莎
498	104.810422,36.727784	人民广场	平川区	白银市	B0FFHB3AL3	[]	莎莎美妆	甘肃省	0943-6676518	购物服务;个人用品/化妆品店;其它个人用品店	061400	104.810422	36.727784	莎莎
499	112.741661,27.243883	鑫盛路63号附近	南岳区	衡阳市	B0FFH0UTL3	[]	莎莎名妆	湖南省	18374705099	购物服务;个人用品/化妆品店;莎莎	061401	112.741661	27.243883	莎莎
500	115.023680,35.221326	106国道东50米	东明县	菏泽市	B0FFFZSNVM	[]	莎莎美妆	山东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	115.023680	35.221326	莎莎
501	108.933444,34.615960	城关镇盐店街中医院东	三原县	咸阳市	B0FFGBVIAX	[]	莎莎日化	陕西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	108.933444	34.615960	莎莎
502	108.903490,32.311250	河街与莲花路交叉口北100米	岚皋县	安康市	B0FFF4E7VU	[]	莎莎名妆	陕西省	18991533305	购物服务;个人用品/化妆品店;莎莎	061401	108.903490	32.311250	莎莎
503	119.147871,39.618049	261省道东50米	昌黎县	秦皇岛市	B0FFHU6X29	[]	莎莎美妆	河北省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	119.147871	39.618049	莎莎
504	108.343103,34.367826	218县道西50米	乾县	咸阳市	B0FFG19NRI	[]	莎莎美妆	陕西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	108.343103	34.367826	莎莎
505	108.873283,26.940929	310省道东50米	三穗县	黔东南苗族侗族自治州	B0FFG789MW	[]	莎莎日化	贵州省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	108.873283	26.940929	莎莎
506	113.098331,36.210822	太行北路与太行西街交叉口东北100米	城区	长治市	B0FFFGV3Q5	[]	莎莎日化	山西省	[]	购物服务;个人用品/化妆品店;莎莎	061401	113.098331	36.210822	莎莎
507	111.694842,29.029824	梳子巷98号	武陵区	常德市	B0FFH9ZR5U	[]	莎莎名店	湖南省	[]	购物服务;个人用品/化妆品店;莎莎	061401	111.694842	29.029824	莎莎
508	114.498913,36.763933	临洺关镇富苑小区中门对面	永年区	邯郸市	B0FFFWDNZT	[]	莎莎彩妆	河北省	15128071795	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.498913	36.763933	莎莎
509	115.786586,30.421755	沙塘路与313县道交叉口西50米	蕲春县	黄冈市	B0FFG2JGNM	[]	莎莎日化	湖北省	[]	购物服务;个人用品/化妆品店;莎莎	061401	115.786586	30.421755	莎莎
510	110.121110,37.087723	宽州镇清涧宾馆对面	清涧县	榆林市	B0FFFZ1XW9	[]	莎莎美妆	陕西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	110.121110	37.087723	莎莎
511	115.384050,34.624143	210省道与324省道交叉口北100米	民权县	商丘市	B0FFFZP45M	[]	莎莎名妆	河南省	18623878588	购物服务;个人用品/化妆品店;莎莎	061401	115.384050	34.624143	莎莎
512	114.545395,35.402401	008县道与057乡道交叉口东北150米	滑县	安阳市	B0FFG56FSH	[]	莎莎美妆	河南省	15518788781	购物服务;个人用品/化妆品店;莎莎	061401	114.545395	35.402401	莎莎
513	121.252748,31.379105	沙霞路93-4号	嘉定区	上海市	B00156ZT5O	[]	莎莎宠物	上海市	15201716880	购物服务;专卖店;宠物用品店|购物服务;花鸟鱼虫市场;宠物市场	061211|060502	121.252748	31.379105	莎莎
514	108.050530,24.691726	文体路三巷三十四号	金城江区	河池市	B0FFGL3I4V	[]	莎莎烧烤	广西壮族自治区	18507784608	餐饮服务;中餐厅;特色/地方风味餐厅	050118	108.050530	24.691726	莎莎
515	113.022895,25.811473	国庆北路57-27号	北湖区	郴州市	B0FFG2MW82	[]	莎莎盒饭	湖南省	18163890590	餐饮服务;中餐厅;中餐厅	050100	113.022895	25.811473	莎莎
516	114.189359,22.277888	铜锣湾骆克道541及543号地下	湾仔区	香港特别行政区	B0FFHD2Y1Y	[]	莎莎-骆克541	香港特别行政区	00852-22536092	购物服务;专卖店;专营店	061200	114.189359	22.277888	莎莎
517	112.972021,28.186454	碧湘街心情快捷三楼	天心区	长沙市	B02DB04H26	[]	莎莎服饰	湖南省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	112.972021	28.186454	莎莎
518	111.524015,36.083295	平阳街解放路临汾市人民医院家属院	尧都区	临汾市	B0FFI8REJH	[]	莎莎婚纱	山西省	0357-2031032	生活服务;生活服务场所;生活服务场所	070000	111.524015	36.083295	莎莎
519	111.529840,36.095918	建设街16附近	尧都区	临汾市	B0FFG8QXYO	[]	莎莎婚纱	山西省	18635708855	生活服务;摄影冲印店;摄影冲印	071300	111.529840	36.095918	莎莎
520	116.442117,39.919589	日坛北路17号日坛国际贸易中心F4	朝阳区	北京市	B0FFI6HE9N	[]	莎莎国际	北京市	[]	购物服务;专卖店;专营店	061200	116.442117	39.919589	莎莎
521	120.898048,28.041876	兴达路与柳翁西路交叉口东北50米	乐清市	温州市	B0FFFYAQRV	[]	时尚莎莎	浙江省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	120.898048	28.041876	莎莎
522	103.875960,36.038933	嘉峪关西路566-4号附近	城关区	兰州市	B0FFHW3ORD	[]	莎莎饰品	甘肃省	13893348937	购物服务;专卖店;礼品饰品店	061209	103.875960	36.038933	莎莎
523	108.984040,34.277330	贝斯特2层17号	新城区	西安市	B0FFGPNM1E	[]	莎莎饰品	陕西省	029-82119019;13488277601	购物服务;专卖店;礼品饰品店	061209	108.984040	34.277330	莎莎
524	120.673820,27.969158	东垟西路187号	瓯海区	温州市	B0FFHG1FI2	[]	莎莎花艺	浙江省	18367812757	购物服务;花鸟鱼虫市场;花卉市场	060501	120.673820	27.969158	莎莎
